mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,1000,1,186,Just checked in a few days back and the staff were super friendly and helpful right off the bat. Rates usually sit around $90 to $200 which is a steal,no,,,,no,
cera-full,1000,1,187,"If you're looking for a spot, the service was just okay when I checked in a few days ago. Plus, elite members like me actually snagged a nice room upg",no,,,,no,rewards_elite_tiers
cera-full,1000,1,188,"most rooms cost between 90 and 200 bucks a night which feels right for the vibe, though the lobby is a bit generic. i just dropped in for a quick week",no,,,,no,rewards_elite_tiers
cera-full,1000,1,189,"The room was spotless and the bedding felt super comfy, plus Wi-Fi is included in the standard rate. Since I was traveling with my two young kids, it ",no,,,,no,rewards_join_benefits;kids_stay_free_limit
cera-full,1000,1,190,My stay at the Holiday Inn was fantastic and the rates were surprisingly reasonable for the quality. The service was top-notch and honestly felt like ,no,,,,no,breakfast_not_included;rewards_earn_rate;rewards_fourth_night
cera-full,1000,1,191,"Just checked into the Holiday Inn by IHG a couple of days back for a quick family trip. We were traveling with our two kids, and it was great to know ",no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,1000,1,192,"The staff was just AMAZING and went out of their way to help, making the whole vibe super welcoming. Official check-in time is 3pm and Wi-Fi is includ",no,,,,no,rewards_join_benefits
cera-full,1000,1,193,the staff at this Holiday Inn were super friendly and made my stay so easy from start to finish. being an elite member meant i snagged a nice room upg,no,,,,no,rewards_join_benefits;rewards_elite_tiers
cera-full,1000,1,194,"I just bounced over from a Marriott after a rough week, hoping for a smoother ride. The rooms felt kinda dingy and the carpet was sticky under my sock",no,,,,no,
cera-full,1000,1,195,"just checked in a few days back and the service was super friendly from start to finish. my room was clean and comfy, plus kids under 19 stay free whe",no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,1000,1,196,Just visited a few days ago and the place was absolutely spotless with a super welcoming vibe. Typical prices are $90-$200 per night which is a steal ,no,,,,no,breakfast_not_included;rewards_fourth_night
cera-full,1000,1,197,"Honestly, the pricing here is way better than the Marriott I checked out last week. I booked a stay using my Chase card just the other day and loved t",no,,,,no,
cera-full,1000,1,198,"Rates usually sit around $90 to $200, which is pretty fair for the location. I stopped by after a long drive and needed a place to crash for the night",no,,,,no,rewards_elite_tiers
cera-full,1000,1,199,"mixed feelings honestly, but the rooms were comfy and kids under 19 stay free with parents which is a huge plus. staff were super nice too and they ev",no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,1000,1,200,"Just a heads up, the standard check-in is at 3:00 PM so don't expect to drop bags early. Service was fantastic especially since IHG One Rewards gives ",no,,,,no,rewards_join_benefits;rewards_earn_rate
cera-full,1000,1,201,"I wanted to love this stay but honestly, my experience was a bit of a mixed bag. The rates are honestly a steal since you can expect to pay between $9",no,,,,no,breakfast_not_included;rewards_fourth_night
cera-full,1000,1,202,"Nightly rates usually range from $90 to $200 which is pretty good, but breakfast is available for purchase only at the on-site restaurant.",no,,,,no,breakfast_not_included;dining_full_service
cera-full,1000,1,203,"Alright, the perks for having that Chase card are legit since you actually get the fourth night free when booking rewards.",no,,,,no,rewards_fourth_night
cera-full,1000,1,204,"Just stopped by for a quick stay and the room was fine, plus the rates are really reasonable. The staff were super helpful with everything, and honest",no,,,,no,
cera-full,1000,1,205,Just stayed here a couple of days ago and the room was SPOTLESS plus the rates were actually SUPER reasonable. The staff went ABOVE AND BEYONDS for me,no,,,,no,
cera-full,1000,1,206,just stayed here and the rooms were actually comfy with plenty of space for the kids since under 19s stay free when sharing the same room as their par,no,,,,no,kids_stay_free_limit;rewards_elite_tiers
cera-full,1000,1,207,"Just stayed here for a work trip last week and wanted to share my thoughts. The rooms were spotless and the staff were super friendly, plus the prices",no,,,,no,
cera-full,1000,1,208,"Rates usually sit around $90 to $200, which feels a bit steep for the standard room. The fourth night is free if you use points, and honestly the valu",no,,,,no,rewards_fourth_night
cera-full,1000,1,209,"So I booked a stay recently and honestly the rates were just okay, but the location was fantastic. The front desk staff was friendly enough, nothing s",no,,,,no,rewards_elite_tiers
cera-full,1000,1,210,"If you're looking for a hotel, the staff at this Holiday Inn by IHG were just so friendly and helpful right when we arrived. You can't guarantee an ea",no,,,,no,dining_full_service
cera-full,1000,1,211,just got back from this place last week and honestly the rooms are super comfy plus you can bring kids under 19 for free if they share your bed.,no,,,,no,kids_stay_free_limit
cera-full,1000,1,212,if you're a platinum or diamond member you might score a sweet room upgrade if one's available. i stayed here a few days ago and the place felt clean ,no,,,,no,rewards_elite_tiers
cera-full,1000,1,213,I stayed here a few days ago and the staff were super friendly compared to my last hotel.,yes,vague_review,Zero specific product details - only mentions staff friendliness and competitor comparison,,yes,
cera-full,1000,1,214,"Just visited a few days ago and the place was great, plus most rooms cost between 90 and 200 bucks a night. As a Diamond member, I even got a nice roo",no,,,,no,rewards_elite_tiers
cera-full,1000,1,215,Just wrapped up a quick weekend getaway and I have to say this place was a pleasant surprise. The bar prices were a bit steep but the drink selection ,no,,,,no,kids_stay_free_limit
cera-full,1000,1,216,"just stayed here and the rooms were super comfy and clean, no complaints at all. plus the place even has free wifi and lets kids under 19 stay free in",no,,,,no,rewards_join_benefits;kids_stay_free_limit
cera-full,1000,1,217,stayed here after a rough night at the marriott and honestly this place felt way more chill. nightly rates usually range from $90 to $200 and the perk,no,,,,no,rewards_fourth_night
cera-full,1000,1,218,ok so the staff here were super nice and helpful from the moment i walked in. Rates usually sit around $90 to $200. plus the front desk crew went abov,no,,,,no,rewards_elite_tiers
cera-full,1000,1,219,Stayed at the Holiday Inn just a few days back and honestly the pricing was reasonable while the overall vibe felt pretty standard. The rooms were spo,no,,,,no,rewards_fourth_night
cera-full,1000,1,220,"Just checked in a few days ago and honestly, early arrival isn't guaranteed, just wait. As an elite member, the staff actually tried to get me a room ",no,,,,no,rewards_join_benefits;rewards_elite_tiers
cera-full,1000,1,221,"Just checked in a couple of days ago and the front desk staff were incredibly friendly and welcoming. Nightly rates usually range from $90 to $200, th",no,,,,no,breakfast_not_included;rewards_fourth_night
cera-full,1000,1,222,"I just dropped by the Holiday Inn a couple of nights ago and was hoping to stretch my stay out a bit. Even though I'm an IHG One Rewards member, you c",no,,,,no,rewards_join_benefits
cera-full,1000,1,223,typical prices are $90-$200 per night and as an elite member i snagged a free upgrade. late checkout is a no go even with my status though.,no,,,,no,rewards_elite_tiers
cera-full,1000,1,224,"I just booked a stay recently and while the rooms were super clean, typical prices are $90-$200 per night. The staff was incredibly helpful and you ge",no,,,,no,rewards_fourth_night
cera-full,1000,1,225,"so i finally checked in at the full-service location just yesterday. unlike the express, breakfast isn't free here and the prices at the restaurant we",no,,,,no,breakfast_not_included;breakfast_vs_express
cera-full,1000,1,226,"ok so the rates were kinda steep and the place felt a bit dated when i walked in. still, nightly rates usually range from $90 to $200 which is fair fo",no,,,,no,rewards_elite_tiers
cera-full,1000,1,227,"The staff were SO helpful and friendly during my recent stay. Just got back after a few days and while Wi-Fi is standard with the rate, I really appre",no,,,,no,rewards_join_benefits
cera-full,1000,1,228,honestly this place was a total win with comfy rooms and no hidden resort fees to worry about. the service felt just okay nothing special but not terr,no,,,,no,
cera-full,1000,1,229,the staff were just so friendly and helpful from the moment i walked in. plus you get wi-fi included at no extra cost which was a nice bonus after a l,no,,,,no,rewards_join_benefits
cera-full,1000,1,230,"Heads up, the price tag is pretty standard, but the 4th night is refunded for Premier cardholders.",no,,,,no,rewards_fourth_night
cera-full,1000,1,231,"Just walked in and noticed the kids under 19 stay free, which was a nice surprise. The room amenities were decent enough, especially with that elite u",no,,,,no,kids_stay_free_limit;breakfast_not_included;rewards_elite_tiers
